n,k,entry,factors,max_factor
131,-86,7333460200785780728407397832799428561118593713131641524319699539232798823955776,"{2: 6, 37: 1, 232320019: 1, 13330320976898380742522421211217165487236929635744774785119154307403: 1}",13330320976898380742522421211217165487236929635744774785119154307403
131,-84,7274713483586370564672105700735432037031825127725488912358560086171000944899776,"{2: 6, 37: 1, 79: 1, 138079: 1, 471423512861372099767: 1, 597404144226011827034376764211701407826505693481: 1}",597404144226011827034376764211701407826505693481
131,-82,7182762100143815525782083233157002694982969950568032650158515724856882525507776,"{2: 6, 37: 1, 3033261022020192367306622986975085597543483931827716490776400221645642958407: 1}",3033261022020192367306622986975085597543483931827716490776400221645642958407
131,-80,7046112127527796231876077621616836867215921284514590704944560910126178763355776,"{2: 7, 37: 1, 489343: 1, 13039151: 1, 1328210400857: 1, 11496833069: 1, 15269684333672943577867922093440610737189: 1}",15269684333672943577867922093440610737189
131,-78,6852980166230488963155589690640069163971825836492392755708838105306784112847616,"{2: 8, 37: 1, 293: 1, 13829: 1, 33226294750147: 1, 120908523845867: 1, 44446805865201944935281659780180197970951: 1}",44446805865201944935281659780180197970951
131,-76,6592994833714883024493394398940574178835543502616357054814595868049906698702016,"{2: 6, 37: 1, 84299: 1, 1295747213: 1, 11682528468607: 1, 274612769063819047: 1, 7945125392446975778442322330369: 1}",7945125392446975778442322330369
131,-74,6259186505546697621766625135523938642364267419615027266012112007868236932391616,"{2: 6, 37: 1, 55339: 1, 62361531965891: 1, 35793439689438427: 1, 216259071424557871: 1, 98948756945087493296339: 1}",98948756945087493296339
131,-72,5849873912673803616042134253001159353595916984506253834504304417407379957034816,"{2: 6, 7: 1, 37: 1, 7211: 1, 48091: 1, 254179379: 1, 4003751825374162627355725841028645755509166854641338451229: 1}",4003751825374162627355725841028645755509166854641338451229
131,-70,5369990183098686505882386321767556049522678543344243604460667932039478675582016,"{2: 6, 37: 1, 67: 1, 2161: 1, 62950077761119384944966228479279737: 1, 248808924070328281109236787011079623: 1}",248808924070328281109236787011079623
131,-68,4831453997686610637814224754494290119396044292706876568522809209571056126396096,"{2: 6, 37: 1, 244691: 1, 3450266995347407: 1, 1633161482367307353461801: 1, 1479777169006397544159251466131: 1}",1479777169006397544159251466131
131,-66,4252382830576851639891470381082176216034071980193578680417584776809311449852096,"{2: 6, 37: 1, 13513: 1, 917993: 1, 144763645640036461104025742668140600873928489291317901057218783383: 1}",144763645640036461104025742668140600873928489291317901057218783383
131,-64,3655215689494912673283629933500933753192038032914240233309072080523762252166096,"{2: 4, 7: 1, 29: 1, 37: 1, 30415521314529628821758337217921496415191369598873653918495141130706316171: 1}",30415521314529628821758337217921496415191369598873653918495141130706316171
131,-62,3064080539737033696237484843976067476843357963890248639201655472079481228194096,"{2: 4, 7: 1, 37: 1, 349: 1, 981352068979525104872588779: 1, 2158888239214986374933884964957975662540778479: 1}",2158888239214986374933884964957975662540778479
131,-60,2501922603202580159242621376486733861100005349230178201668131834637370842652096,"{2: 6, 7: 1, 17: 1, 37: 1, 71: 1, 761: 1, 1972849: 1, 1220577323389: 1, 68240635501690025981470420115350810853371646546543: 1}",68240635501690025981470420115350810853371646546543
131,-58,1987949632656794068275889063353628840991797244398113801637481651833155633013696,"{2: 6, 7: 1, 37: 1, 79: 1, 1523: 1, 2017: 1, 5782048389563: 1, 16070860628591: 1, 1509875864290261009: 1, 3522334903394524630037: 1}",3522334903394524630037
131,-56,1535843778935963710481078232356916091822540115147686783092002324366484846757696,"{2: 6, 7: 1, 37: 1, 10391: 1, 149113: 1, 39354487: 1, 4728964883: 1, 321317298989223122036779667013233412399208124797: 1}",321317298989223122036779667013233412399208124797
131,-54,1152979362271476740817004195296636826760286330016694533152587398403718595333696,"{2: 6, 7: 1, 110200548779: 1, 45710254936111: 1, 510912018570037855049093759311885458612281089075283: 1}",510912018570037855049093759311885458612281089075283
131,-52,840642601308342633985785901905356373683184557936148223991485748276198758645696,"{2: 6, 7: 1, 4457: 1, 421008386340679305619664242997249698349298333848915542160548889926459361: 1}",421008386340679305619664242997249698349298333848915542160548889926459361
131,-50,595044464482630344853545876332725590067001967924094715933183596039174613557696,"{2: 6, 7: 1, 443: 1, 10431502596737: 1, 4459408127: 1, 60814478129261: 1, 1059830963419311956006904522870698401: 1}",1059830963419311956006904522870698401
131,-48,408799210723131858928263856940147245824730170498287472322304463926097970199296,"{2: 8, 7: 1, 2063070937: 1, 110575237847635443524017024361391199428727588045602319958216583349: 1}",110575237847635443524017024361391199428727588045602319958216583349
131,-46,272522195777157357031716037872406993940141050430623635533856318477505304327296,"{2: 7, 7: 1, 157: 1, 113543390087: 1, 64851882083: 1, 15036367361611363: 1, 17497131206631024601328144820176741: 1}",17497131206631024601328144820176741
131,-44,176263034426429335850821149800749196974042386255845211135666755422546992719296,"{2: 6, 7: 1, 691: 1, 11321: 1, 22013879: 1, 40938707: 1, 2180766299: 1, 25590605781196854385230423129047676510004981: 1}",25590605781196854385230423129047676510004981
131,-42,110597870094149755510365722278998141679339421547469231701242867447071555343296,"{2: 6, 7: 1, 397: 1, 2417182067: 1, 12719528413: 1, 623830709831732990682631: 1, 32421351817305658473954687341: 1}",32421351817305658473954687341
131,-40,67318557238783668467792826866934946144194285716948699801281668554144562527296,"{2: 6, 7: 1, 232597: 1, 25915543: 1, 24928282852197187558716401447921652202502631640061758362306637: 1}",24928282852197187558716401447921652202502631640061758362306637
131,-38,39748032012402309314746389789620614173657384373061546146491571481613293029696,"{2: 6, 7: 1, 29104755133: 1, 23453967373933: 1, 710973576449693311: 1, 1726759041512233: 1, 105869814324418861: 1}",710973576449693311
131,-36,22766186764268863459609091589825554626587553835160038460570134878967221237696,"{2: 6, 7: 1, 883: 1, 25946858540475779: 1, 74084522785979369: 1, 29939138882298629657751203487540859369: 1}",29939138882298629657751203487540859369
131,-34,12649342786657448907612403300585944683652335642367650902999917328454667829696,"{2: 6, 7: 1, 21459875390269: 1, 895662328549474156289: 1, 1468988661554237798224318549518113682197: 1}",1468988661554237798224318549518113682197
131,-32,6818106327339758575558756578315891730432730711799816408011528045867571073696,"{2: 5, 7: 1, 3719: 1, 27823: 1, 51610299825769: 1, 637302255956983: 1, 8943423147384109206798555933171139621: 1}",8943423147384109206798555933171139621
131,-30,3565307758196557165841756365893141103466692587265378118290113616125108937696,"{2: 5, 19: 1, 111973: 1, 52369705405317358664262054919330016814830898309622134563720507107169: 1}",52369705405317358664262054919330016814830898309622134563720507107169
131,-28,1808796530859228404594576251184855764905032000016781441840549824064179384256,"{2: 6, 7: 1, 74729: 1, 723043: 1, 74723706466820946964830689430174562054775705425434101748011051: 1}",74723706466820946964830689430174562054775705425434101748011051
131,-26,890359287807030359498011485324314411408738882501175336507444573313366545856,"{2: 6, 829: 1, 16781500448715137957969154955600015293439740698529390389540194762390051: 1}",16781500448715137957969154955600015293439740698529390389540194762390051
131,-24,425253248056237759737571635946219751625359675554169680601577170689557480256,"{2: 6, 14983: 1, 1556742001: 1, 7990904216759: 1, 35649735995658844489555544420454472946635739357: 1}",35649735995658844489555544420454472946635739357
131,-22,197088021008679125892827558892814824184456668372619736194925237326934165056,"{2: 6, 53: 1, 67: 1, 110162878013: 1, 810491713627: 1, 881145635907230480441: 1, 11022955023977395628845169: 1}",11022955023977395628845169
131,-20,88639116794716071534523275355085321635385485946821305828800552950872465856,"{2: 6, 6551: 1, 18047531: 1, 69639761: 1, 192215939: 1, 900020014661: 1, 4929279340619099: 1, 197259434196610039: 1}",197259434196610039
131,-18,38686894247678543466455847786191732582479971617362634872282516510989501376,"{2: 6, 2719: 1, 222318029650598470637503722566842891357576151718018083810008944642961: 1}",222318029650598470637503722566842891357576151718018083810008944642961
131,-16,16386794896322504150354317621507094612432867005997156766694107386041749376,"{2: 7, 7: 1, 40079712222950862821: 1, 14095277912480722182097391: 1, 32373359537468728117694171: 1}",32373359537468728117694171
131,-14,6736459504507609943386403982988596309605465010435487878895614548345061376,"{2: 15, 19: 1, 15527: 1, 1767079: 1, 3056597: 1, 6161941: 1, 23396441: 1, 581872289822279: 1, 1537982720909061466547: 1}",1537982720909061466547
131,-12,2687755575757683063451589640391755067614658426090649782290499737127485376,"{2: 6, 3371: 1, 12807436879829451038107: 1, 972722184546414219888444696642899011923720647: 1}",972722184546414219888444696642899011923720647
131,-10,1040825164062797552969631263742192528499754052797834285366385237649149376,"{2: 6, 77563: 1, 45413: 1, 4617033425309582652771400293102539580643082926373996675175761: 1}",4617033425309582652771400293102539580643082926373996675175761
131,-8,391202612783148268279525459619309526959986216665668172690762296188250176,"{2: 6, 7: 1, 17: 1, 19: 1, 181: 1, 2957641232417068363338733487: 1, 5050067039639535041004832950091451527: 1}",5050067039639535041004832950091451527
131,-6,142713112293664935337954933452086520906523109948446162377682482514682176,"{2: 6, 7: 2, 16487: 1, 41473331: 1, 2797216133118796431558713: 1, 23793111683513857547572317249881: 1}",23793111683513857547572317249881
131,-4,50531523402404989246727157615858631564109376811412190809927067764810176,"{2: 6, 7: 1, 17: 1, 1657: 1, 511487: 1, 7828496242155775614784002837841987609017133672938895524679: 1}",7828496242155775614784002837841987609017133672938895524679
131,-2,17365660732533685891153143029279285134034594518722719558036230711946176,"{2: 6, 17: 1, 5333: 1, 1071077655210302483: 1, 2794279688423879794173664390823240265999230993: 1}",2794279688423879794173664390823240265999230993
131,0,5792156571693178991030960855837534036039748614502956152428490698707176,"{2: 3, 7: 2, 17: 1, 686045007559: 1, 2201500509605927: 1, 2988316215092113751: 1, 192578302692251050363: 1}",192578302692251050363
132,-129,29642774844752944755094237766457121886182847041851968500854289540234921405351828,"{2: 2, 263: 1, 5582173: 1, 1058258857067: 1, 426419572070253287: 1, 879722584376020309: 1, 12715254007030392869663: 1}",12715254007030392869663
132,-127,29642774844752889152583769151298884993746432620413941162408420367368250904083752,"{2: 3, 61304963164399: 1, 761528807254570860890748517591: 1, 79368266689815926254119176971121741: 1}",79368266689815926254119176971121741
132,-125,29642774844751684431523615822870418990957453489256682162747921621923723376608772,"{2: 2, 1583: 1, 9101293: 1, 1205210607977: 1, 10048601689319: 1, 239467355440757: 1, 177361746912021647712366141217: 1}",177361746912021647712366141217
132,-123,29642774844734416762994751448729072950982085942669303167614106270552162149467392,"{2: 8, 80233: 1, 74047420789: 1, 243071127422489: 1, 80183045501667943388724865723570702256150284049: 1}",80183045501667943388724865723570702256150284049
132,-121,29642774844550228298686864791221381857911498779070593886186742522588842393292672,"{2: 7, 4860301: 1, 1612336903372877778145186337: 1, 29552207348218799938744901472916483206306427: 1}",29552207348218799938744901472916483206306427
132,-119,29642774842990765967546757757656263936580527460601521970101729456499401791013376,"{2: 9, 7: 1, 1293119: 1, 6396057529476774458870900650224367871251473894457326775455859641326281: 1}",6396057529476774458870900650224367871251473894457326775455859641326281
132,-117,29642774832074529649566008522700438487263728231318018557506637993873317575058304,"{2: 7, 7: 1, 19: 1, 211: 1, 1979: 1, 4169932212105205050119121127531580178658292371493022889729621549505659: 1}",4169932212105205050119121127531580178658292371493022889729621549505659
132,-115,29642774767096932518728215457487191765139923295106688720631093573479959146754304,"{2: 8, 11: 1, 501859456201: 1, 238424438961519536548334452217: 1, 87973794135388576809778941858811507: 1}",87973794135388576809778941858811507
132,-113,29642774431379347342732951287218750367500264458014817896774114068114273933850304,"{2: 6, 113: 1, 10765579064460029504494246629246367: 1, 380735205746850050550447810610962151781141: 1}",380735205746850050550447810610962151781141
132,-111,29642772901999237096532303400440295111586263089040739699203429654781707963954304,"{2: 7, 11681: 1, 11222857: 1, 25796136451: 1, 68481101699645082551073783354084535817944394598355287979: 1}",68481101699645082551073783354084535817944394598355287979
132,-109,29642766682520122095316335327541243737535990855212821695749313040562606353043904,"{2: 6, 7: 1, 193: 1, 617: 1, 5393: 1, 26588979454877213965666577: 1, 3874950507909371886497481358472007550618553: 1}",3874950507909371886497481358472007550618553
132,-107,29642743877763367090857785726911388699351659331177122349750885455092567113039104,"{2: 8, 103: 1, 367: 1, 397: 1, 861952279: 1, 8951615472794766745868939000395103035453339990102849236218143: 1}",8951615472794766745868939000395103035453339990102849236218143
132,-105,29642667861907517075995953724811871905403887584391457863089460170192436313023104,"{2: 7, 2768483: 1, 4599387311: 1, 1508887646937714611: 1, 21359145908365955779: 1, 564319021030569228622369: 1}",564319021030569228622369
132,-103,29642435916090949081930363769687705277717096869840327762763572762420242333487104,"{2: 12, 234499: 1, 3990841651: 1, 483356747: 1, 7733836897: 1, 2068643517514046351391680307302515698985439: 1}",2068643517514046351391680307302515698985439
132,-101,29641784258796781860507991991005522847549446767053819385657508140584078295743104,"{2: 7, 100430131: 1, 2305846235746221004981250969688874021746322852726418966340383269522103: 1}",2305846235746221004981250969688874021746322852726418966340383269522103
132,-99,29640089949831947084809825366431848529113556499808897605181740123810051797608704,"{2: 8, 157: 1, 449: 1, 217052241516413148150820760125758623: 1, 7567096691368325847627380106160776931: 1}",7567096691368325847627380106160776931
132,-97,29635995369833596376872589357045468926226821687300336635698634083272821093783904,"{2: 5, 1433527: 1, 646046328605809229109230881181638646460504879034811008000255534149182861: 1}",646046328605809229109230881181638646460504879034811008000255534149182861
132,-95,29626762493366727133484704237840887468737125541447699155491630266375144016531904,"{2: 6, 262783: 1, 1761598596404086685442736035878515226247579130252414727377938157765577017: 1}",1761598596404086685442736035878515226247579130252414727377938157765577017
132,-93,29607270865270003175221391208408993280703322566869908919499066652924492408999904,"{2: 5, 439: 1, 1948129: 1, 88031981: 1, 3177478673337443: 1, 52149763299925867: 1, 74163583477418254998481925117: 1}",74163583477418254998481925117
132,-91,29568629567464217082523946079886115328987186845338500206040124752574955011611904,"{2: 8, 104009: 1, 1110504468343192396606151048222318626309802023042270538413447272012478901: 1}",1110504468343192396606151048222318626309802023042270538413447272012478901
132,-89,29496499144893416376155381839976743152450400165146537274250099871922485203154304,"{2: 7, 37: 1, 101: 1, 830639773: 1, 43893671: 1, 752088530099: 1, 2248815440564345395570686999943944083659849267: 1}",2248815440564345395570686999943944083659849267
132,-87,29369412209887719893506006750612611222361776014332126394429579844106228873967104,"{2: 9, 19: 1, 37: 1, 81596206575301497748227481415064375951174030978652111471010345850668532389: 1}",81596206575301497748227481415064375951174030978652111471010345850668532389
132,-85,29157600651544892422423714935005724672214069096308108261395379797745801658655104,"{2: 7, 37: 1, 1662111485029: 1, 194907057405925144494605971: 1, 19004321747542535402278804917111428921: 1}",19004321747542535402278804917111428921
132,-83,28822999784017817142018355400206440121980734979429586862834107260741648521423104,"{2: 8, 7: 1, 37: 1, 910139: 1, 15463640411: 1, 2816483029: 1, 10966621226334085726183130439362889096626615447311: 1}",10966621226334085726183130439362889096626615447311
132,-81,28321098482727204221410316098007513296630733804111804764992198455235418815575104,"{2: 6, 37: 1, 947: 1, 3717601: 1, 493201053827: 1, 6887976313280674731287549599560756208822935338886820837: 1}",6887976313280674731287549599560756208822935338886820837
132,-79,27605052626219263121342846693537044359131398793991768972071075226046531101898624,"{2: 7, 7: 2, 37: 1, 337: 1, 8282411: 1, 10017421560077279: 1, 1487150965388871359: 1, 2860771161783431821522474097833: 1}",2860771161783431821522474097833
132,-77,26631964667375138036635772887461791700478456344341463920152625709456504208953664,"{2: 6, 37: 1, 1543: 1, 211865107: 1, 1685615840122879267: 1, 20409743246432241526960594759793736582344271919: 1}",20409743246432241526960594759793736582344271919
132,-75,25370554350354975889793269805512390105928345761461438852850931891654617495876864,"{2: 8, 37: 1, 271: 1, 566047: 1, 1438937: 1, 12134578723714781530315159532190475984576941194742216019664873: 1}",12134578723714781530315159532190475984576941194742216019664873
132,-73,23808808243568108469893027894527416703152018373133788769525025260090376803496064,"{2: 7, 37: 1, 5027197686564212092460521092594471432253382257840749317889574590390704561549: 1}",5027197686564212092460521092594471432253382257840749317889574590390704561549
132,-71,21959844461969863133689293218303827502163952614538984647886308213525815983780864,"{2: 10, 37: 1, 579598935334930931526850011040535987704918512841506140410850617966792018153: 1}",579598935334930931526850011040535987704918512841506140410850617966792018153
132,-69,19864352176158518419325060585250426407710811421464873310029095560752647054770304,"{2: 7, 37: 1, 499: 1, 827: 1, 919: 1, 1009: 1, 98747838071: 1, 110999847858929968161783036549695311563389876400684173: 1}",110999847858929968161783036549695311563389876400684173
132,-67,17588602489417165557488635897740818767498260233287612609775563539998990475952384,"{2: 8, 37: 1, 277: 1, 997: 1, 26199037: 1, 3235685867: 1, 1312108627: 1, 726608573: 1, 83194138375904965808995302337472557: 1}",83194138375904965808995302337472557
132,-65,15218029899061589659742360181584977475610186078936299380344801018380598206350384,"{2: 4, 19: 1, 37: 1, 1821164653423: 1, 742906080167068754897143009940591550844319183385930872336636371: 1}",742906080167068754897143009940591550844319183385930872336636371
132,-63,12847457308706013761996084465429136183722111924584986150914038496762205936748384,"{2: 5, 7: 1, 37: 1, 67: 1, 271: 1, 303293: 1, 281488696752785248037242596610112628370426654184750895129423639793: 1}",281488696752785248037242596610112628370426654184750895129423639793
132,-61,10569848349344774173965348973436269060143374011580783244206050975991593756150384,"{2: 4, 7: 1, 37: 1, 47: 1, 3709: 1, 354317: 1, 21303109: 1, 1938471135963713046898202251996178955147045035821993944319: 1}",1938471135963713046898202251996178955147045035821993944319
132,-59,8465771501172962364070288566547620384075397082424519606580576790136837741693184,"{2: 8, 7: 1, 37: 1, 73: 1, 6843017: 1, 255597342391497239234484829794515596676552396540699606103071696531: 1}",255597342391497239234484829794515596676552396540699606103071696531
132,-57,6595480969464685199719123760424377116459417589841174150913488624932610173286784,"{2: 7, 37: 2, 7: 1, 365374631: 1, 25084425111071: 1, 586668096771670347619628277767866467067202198485541: 1}",586668096771670347619628277767866467067202198485541
132,-55,4994781865750393932932090818246826572103399105197770382549764519577640632758784,"{2: 9, 7: 2, 23: 2, 9719: 1, 3386434452718779525204986329: 1, 11434852244146325074199512023849541887367: 1}",11434852244146325074199512023849541887367
132,-53,3674907166196504642774361901012705947809840003825139205127044643232314871270784,"{2: 7, 7: 1, 433: 1, 1149913: 1, 247709358439062510020065276121: 1, 33253936895005476119995949095774788781: 1}",33253936895005476119995949095774788781
132,-51,2625775994756233668546423530903533143884190461708432371791036536393722599318784,"{2: 8, 7: 2, 37: 1, 202973: 1, 168628327561: 1, 565716151849314659: 1, 292181370727030963179958807932687251839: 1}",292181370727030963179958807932687251839
132,-49,1821442096652025921638337447153167327541192479418957132900096987817468524155584,"{2: 6, 7: 1, 6343402207101466967: 1, 640936650870023476562499129444327784990860868151682912299: 1}",640936650870023476562499129444327784990860868151682912299
132,-47,1226365798054603930023411970557368227645153321790158378923873419358613883181184,"{2: 7, 7: 1, 139: 1, 2542827499: 1, 1309716195017767: 1, 2956671826388173256232125462745096521765358118217: 1}",2956671826388173256232125462745096521765358118217
132,-45,801311299056445364584179487274654584862268209198159268940856584745146282485184,"{2: 6, 7: 1, 19: 1, 24516523111: 1, 2637459235891: 1, 39894771462381599969: 1, 36492955270804477671940703909903: 1}",36492955270804477671940703909903
132,-43,508056644708878602381918316637743622012060650898252906239395357763761658749184,"{2: 8, 7: 2, 6829: 1, 359911: 1, 3855237502513: 1, 3763707822549653488066307: 1, 1135682196815583809003052209: 1}",1135682196815583809003052209
132,-41,312553541810500760913744202879802980111922278698315331105087873109505242925184,"{2: 7, 7: 1, 148274941421896435576637: 1, 2352603039787758045417718714846940463207943133276467: 1}",2352603039787758045417718714846940463207943133276467
132,-39,186562653275990596412031996235796788665166438836133338240756382998984441616384,"{2: 11, 7: 1, 191: 1, 311: 1, 76213: 1, 83515151: 1, 814949850496667: 1, 42235510578946994159373519149643604894589: 1}",42235510578946994159373519149643604894589
132,-37,108046592305208899693573664559097278053420045878541661528201976118514956742784,"{2: 7, 7: 1, 19: 1, 46681: 1, 2590263133: 1, 572297641: 1, 1099019631499: 1, 83452244611524997903995894887613382163: 1}",83452244611524997903995894887613382163
132,-35,60714215124241210182446301491583388677544560762262991169569886864331224726784,"{2: 8, 7: 1, 5879: 1, 60524211538019: 1, 89632316345760359: 1, 1062319513850275817414209836871936895753: 1}",1062319513850275817414209836871936895753
132,-33,33103661768676724634288673035533619874950527777767100127034501466057381050784,"{2: 5, 7: 1, 19: 1, 402620783025981397: 1, 19318714644132940565728044253910425619069776756944143237: 1}",19318714644132940565728044253910425619069776756944143237
132,-31,17514029601929430073084025675995315040832808473595950762881868894242897886784,"{2: 6, 223: 1, 44040673: 1, 224056630456560687544757: 1, 124362514644361951380509796510447426167627: 1}",124362514644361951380509796510447426167627
132,-29,8991697350774242379625485119447708398181788587315722443811763088317647090464,"{2: 5, 23: 1, 37256579: 1, 414735973: 1, 338299815974222410027: 1, 2337154506553043788049793654684619811: 1}",2337154506553043788049793654684619811
132,-27,4479874394280319483088610707157798999131248647520307451362883544004279021824,"{2: 8, 67: 1, 73: 1, 3324809251: 1, 3467929273: 1, 310306764812047818011505281580692772690241411750153: 1}",310306764812047818011505281580692772690241411750153
132,-25,2166119031975743638710726393162973666284817909163684378312176085382038986624,"{2: 7, 7: 2, 205552385501241764510009053: 1, 1680172016614590877152988281060221646522986939: 1}",1680172016614590877152988281060221646522986939
132,-23,1016517311082275137416054312624664224178729680672028889186352882670359975424,"{2: 9, 467: 1, 6719: 1, 632737095133258087110103592371101195927519743321953635330565810199: 1}",632737095133258087110103592371101195927519743321953635330565810199
132,-21,463005371392827340496397384958070789090613126213083653681326896179551562624,"{2: 7, 47: 1, 4639: 1, 7573: 1, 3337311753717395770741054306441: 1, 656431018101990981390379540063507: 1}",656431018101990981390379540063507
132,-19,204699799537751701933890818713660519382825400798909210445648102483840969984,"{2: 8, 739: 1, 21317: 1, 141907: 1, 233021: 1, 66705502498470656334119867: 1, 23011577295219890305627837247: 1}",23011577295219890305627837247
132,-17,87847278936646055917518800650713016419778572635354105172364838669114749504,"{2: 6, 17623: 1, 48541: 1, 1212199: 1, 1323688690017624347780140420633850544335215769989549914973: 1}",1323688690017624347780140420633850544335215769989549914973
132,-15,36596173409845333980513529570472883541249262037303620403380951031076933504,"{2: 7, 17: 1, 251: 1, 75074843: 1, 40415787341: 1, 1010342717395351: 1, 52890962407864781: 1, 413244805324801993: 1}",413244805324801993
132,-13,14799726231780659133741172904163861512449440288707437225767113759727517504,"{2: 6, 5818272774975023017450941361: 1, 39744737195234972903457269128013488090265101: 1}",39744737195234972903457269128013488090265101
132,-11,5810231067946075722360483431618332653113920584484152638389655450074933504,"{2: 8, 347: 1, 2563261: 1, 1308751485997249781: 1, 19497276316193892079790156243515227621071467: 1}",19497276316193892079790156243515227621071467
132,-9,2214433002412242357808207642600121109379712702794838803438672126213899904,"{2: 7, 2673469031: 1, 28827810202944007: 1, 224473854417276892149490700081354536776370429: 1}",224473854417276892149490700081354536776370429
132,-7,819341949664143074293390259975569089679555546511006659823809743732296704,"{2: 10, 7: 1, 1187: 1, 13711: 1, 1825732297591: 1, 3846894234815261432379317740695518942961984623519: 1}",3846894234815261432379317740695518942961984623519
132,-5,294307682500879903078136406299662415598851240382682734807463685809112704,"{2: 7, 7: 1, 319387: 1, 1028433829956458663805504506273451787270179310227631979691144977: 1}",1028433829956458663805504506273451787270179310227631979691144977
132,-3,102628505600006046920186586703696486966213160367580349484035759900648704,"{2: 8, 17: 1, 47: 1, 2153: 1, 233043626874526519030103731796256236582171140357088685620154947: 1}",233043626874526519030103731796256236582171140357088685620154947
132,-1,34742130447613222864246025596791887242153840362231588015321702808067704,"{2: 3, 17: 1, 21851: 1, 287841601: 1, 30611608187960910958275557: 1, 1326803210333514445347093405577: 1}",1326803210333514445347093405577
133,-130,118571099379011780293716885461595470068985657199959889896664010126730525403879100,"{2: 2, 5: 2, 7: 1, 13: 1, 23: 1, 37: 1, 67: 1, 193: 1, 727: 1, 859: 1, 1277: 1, 1321: 1, 2179: 1, 3169: 1, 6733: 1, 23761: 1, 174197: 1, 174659: 1, 5865817: 1, 496393931749: 1, 11484579024073: 1}",11484579024073
133,-128,118571099379011612212845545220353776867422144903093791988079550642339674117603084,"{2: 2, 19: 1, 3967002487111: 1, 4560970156999656569474892991: 1, 86227451599165447774097787561826296409: 1}",86227451599165447774097787561826296409
133,-126,118571099379007942447154616619910141966618793088183987650652185233139421033910068,"{2: 2, 73: 1, 4280971: 1, 94853576170504070451167789106971789816531599867662838841561387506254799: 1}",94853576170504070451167789106971789816531599867662838841561387506254799
133,-124,118571099378954934720507870169057637843903711317264591665590240433580209825010948,"{2: 2, 7: 1, 29: 1, 463972692851: 1, 1399848580975211: 1, 224827450202428703007383263813629546211304724097139: 1}",224827450202428703007383263813629546211304724097139
133,-122,118571099378385101659055345822393218524716582279881084826174333838318689329345408,"{2: 7, 37: 1, 106261: 1, 9345110145577567: 1, 25212088894642202213927339661404558059259262060158288369: 1}",25212088894642202213927339661404558059259262060158288369
133,-120,118571099373522526201327138064190173667653081160875159796491930892087047766332800,"{2: 7, 5: 2, 3824247285764029: 1, 9689088017963525914783535213757307967941671850682893230843551: 1}",9689088017963525914783535213757307967941671850682893230843551
133,-118,118571099339214354916244783325757579398371712154555577642621643438119354516188288,"{2: 7, 7: 1, 241: 1, 475333: 1, 1155196403143570687217587693228675409897464190997940094877786167344451: 1}",1155196403143570687217587693228675409897464190997940094877786167344451
133,-116,118571099133365327205750654895162013782683498116638084719399918714313195015321216,"{2: 7, 223: 1, 108449042929: 1, 1256531118473: 1, 1975163196440119603: 1, 15433415771074993782306080071804489: 1}",15433415771074993782306080071804489
133,-114,118571098061234974546927069319143442867640716669151142410953435777822780948305216,"{2: 6, 3613: 1, 38112469: 1, 426964529917809539: 1, 31511713886956120740372045013384948172024109687143: 1}",31511713886956120740372045013384948172024109687143
133,-112,118571093137377058632329861488539635702259053725137036994384403032459397825713216,"{2: 6, 7: 1, 8938204983419: 1, 700582566710261: 1, 42266002397455462453257091542196064754616937861713: 1}",42266002397455462453257091542196064754616937861713
133,-110,118571072949559603382481309383064026324194235654679204786451368776469527023086016,"{2: 6, 19: 1, 105513864943: 1, 924135478277868493659054609474724160347957063453324643517479769907: 1}",924135478277868493659054609474724160347957063453324643517479769907
133,-108,118570998315810223367889692508275409835590968848744188745001969405840307692161216,"{2: 6, 29: 1, 10321: 1, 12547: 1, 1339067965453490717397397: 1, 368414070111070931251946574899892752201305649: 1}",368414070111070931251946574899892752201305649
133,-106,118570747463485918318845646901347004415563322084351495939019265965669876052108416,"{2: 7, 7: 1, 59: 1, 457: 1, 4907963635662011628983536255592443994662465780005383366749079507668158517: 1}",4907963635662011628983536255592443994662465780005383366749079507668158517
133,-104,118569975610180364321787045033874987738555178193912441151380178457453163313484416,"{2: 7, 5839: 1, 158644962228897772951526167036675516647964091392351592138235595855258235723: 1}",158644962228897772951526167036675516647964091392351592138235595855258235723
133,-102,118567788692481294663454339742704273820365437171001785919736097184172477220716416,"{2: 7, 149: 1, 221906779: 1, 941711061059224948237766381: 1, 29749676054657200427907409371766919455997: 1}",29749676054657200427907409371766919455997
133,-100,118562054108292623114937468090301068434890116266480512201202728512014233688569216,"{2: 7, 1481: 1, 1489837310777: 1, 4913944045424420301981511487: 1, 85430241393158657841781355609925013: 1}",85430241393158657841781355609925013
133,-98,118548076059332736215427593437568255307794021561709907512277642373628515078960416,"{2: 5, 11685253: 1, 1812426205765187: 1, 174922662438216719738622946308731307132464882373866923783: 1}",174922662438216719738622946308731307132464882373866923783
133,-96,118516282849933777777326702070568131332438198311643434102173524882398253143379616,"{2: 5, 109: 1, 571: 1, 1104431: 1, 832100886536328708561035798461751: 1, 64751653689988801368008439494988707: 1}",64751653689988801368008439494988707
133,-94,118448575089176736659148877863067867310847093242057425913988830225148621243531616,"{2: 5, 1399: 1, 28189921: 1, 93857350211509608339099602103869230446497659002415833075224974497197: 1}",93857350211509608339099602103869230446497659002415833075224974497197
